project,test,match_status,exception_type,flakylens_category,category_reasoning,message
spring-projects-spring-boot,org.springframework.boot.cli.JarCommandIT#jarCreation,matched (12 report(s) available),java.lang.AssertionError,Unclear,no rule matched -- raw exception type was 'java.lang.AssertionError',"
Expected: """"
     but: was ""java.lang.reflect.InvocationTargetException\n\tat sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)\n\tat sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tat java.lang.reflect.Method.invoke(Method.java:498)\n\tat org.springframework.boot.loader.MainMethodRunner.run(MainMethodRunner.java:53)\n\tat java.lang.Thread.run(Thread.java:748)\nCaused by: java.lang.reflect.InvocationTargetException\n\tat sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)\n\tat sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tat java.lang.reflect.Method.invoke(Method.java:498)\n\tat org.springframework.boot.cli.jar.PackagedSpringApplicationLauncher.run(PackagedSpringApplicationLauncher.java:45)\n\tat org.springframework.boot.cli.jar.PackagedSpringApplicationLauncher.main(PackagedSpringApplicationLauncher.java:78)\n\t... 6 more\nCaused by: java.lang.NoSuchMethodError: org.springframework.beans.factory.support.DefaultListableBeanFactory.isAllowEagerClassLoading()Z\n\tat org.springframework.boot.autoconfigure.condition.BeanTypeRegistry.get(BeanTypeRegistry.java:147)\n\tat org.springframework.boot.autoconfigure.condition.OnBeanCondition.collectBeanNamesForType(OnBeanCondition.java:154)\n\tat org.springframework.boot.autoconfigure.condition.OnBeanCondition.getBeanNamesForType(OnBeanCondition.java:143)\n\tat org.springframework.boot.autoconfigure.condition.OnBeanCondition.getMatchingBeans(OnBeanCondition.java:115)\n\tat org.springframework.boot.autoconfigure.condition.OnBeanCondition.getMatchOutcome(OnBeanCondition.java:90)\n\tat org.springframework.boot.autoconfigure.condition.SpringBootCondition.matches(SpringBootCondition.java:45)\n\tat org.springframework.context.annotation.ConditionEvaluator.shouldSkip(ConditionEvaluator.java:102)\n\tat org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitionsForBeanMethod(ConfigurationClassBeanDefinitionReader.java:177)\n\tat org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitionsForConfigurationClass(ConfigurationClassBeanDefinitionReader.java:146)\n\tat org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitions(ConfigurationClassBeanDefinitionReader.java:122)\n\tat org.springframework.context.annotation.ConfigurationClassPostProcessor.processConfigBeanDefinitions(ConfigurationClassPostProcessor.java:318)\n\tat org.springframework.context.annotation.ConfigurationClassPostProcessor.postProcessBeanDefinitionRegistry(ConfigurationClassPostProcessor.java:239)\n\tat org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanDefinitionRegistryPostProcessors(PostProcessorRegistrationDelegate.java:254)\n\tat org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanFactoryPostProcessors(PostProcessorRegistrationDelegate.java:94)\n\tat org.springframework.context.support.AbstractApplicationContext.invokeBeanFactoryPostProcessors(AbstractApplicationContext.java:606)\n\tat org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:462)\n\tat org.springframework.boot.SpringApplication.refresh(SpringApplication.java:691)\n\tat org.springframework.boot.SpringApplication.run(SpringApplication.java:321)\n\tat org.springframework.boot.SpringApplication.run(SpringApplication.java:961)\n\t... 12 more\n"""
spring-projects-spring-boot,org.springframework.boot.cli.JarCommandIT#jarCreationWithIncludes,matched (12 report(s) available),java.lang.AssertionError,Unclear,no rule matched -- raw exception type was 'java.lang.AssertionError',"
Expected: """"
     but: was ""java.lang.reflect.InvocationTargetException\n\tat sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)\n\tat sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tat java.lang.reflect.Method.invoke(Method.java:498)\n\tat org.springframework.boot.loader.MainMethodRunner.run(MainMethodRunner.java:53)\n\tat java.lang.Thread.run(Thread.java:748)\nCaused by: java.lang.reflect.InvocationTargetException\n\tat sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)\n\tat sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tat java.lang.reflect.Method.invoke(Method.java:498)\n\tat org.springframework.boot.cli.jar.PackagedSpringApplicationLauncher.run(PackagedSpringApplicationLauncher.java:45)\n\tat org.springframework.boot.cli.jar.PackagedSpringApplicationLauncher.main(PackagedSpringApplicationLauncher.java:78)\n\t... 6 more\nCaused by: java.lang.NoSuchMethodError: org.springframework.beans.factory.support.DefaultListableBeanFactory.isAllowEagerClassLoading()Z\n\tat org.springframework.boot.autoconfigure.condition.BeanTypeRegistry.get(BeanTypeRegistry.java:147)\n\tat org.springframework.boot.autoconfigure.condition.OnBeanCondition.collectBeanNamesForType(OnBeanCondition.java:154)\n\tat org.springframework.boot.autoconfigure.condition.OnBeanCondition.getBeanNamesForType(OnBeanCondition.java:143)\n\tat org.springframework.boot.autoconfigure.condition.OnBeanCondition.getMatchingBeans(OnBeanCondition.java:115)\n\tat org.springframework.boot.autoconfigure.condition.OnBeanCondition.getMatchOutcome(OnBeanCondition.java:90)\n\tat org.springframework.boot.autoconfigure.condition.SpringBootCondition.matches(SpringBootCondition.java:45)\n\tat org.springframework.context.annotation.ConditionEvaluator.shouldSkip(ConditionEvaluator.java:102)\n\tat org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitionsForBeanMethod(ConfigurationClassBeanDefinitionReader.java:177)\n\tat org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitionsForConfigurationClass(ConfigurationClassBeanDefinitionReader.java:146)\n\tat org.springframework.context.annotation.ConfigurationClassBeanDefinitionReader.loadBeanDefinitions(ConfigurationClassBeanDefinitionReader.java:122)\n\tat org.springframework.context.annotation.ConfigurationClassPostProcessor.processConfigBeanDefinitions(ConfigurationClassPostProcessor.java:318)\n\tat org.springframework.context.annotation.ConfigurationClassPostProcessor.postProcessBeanDefinitionRegistry(ConfigurationClassPostProcessor.java:239)\n\tat org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanDefinitionRegistryPostProcessors(PostProcessorRegistrationDelegate.java:254)\n\tat org.springframework.context.support.PostProcessorRegistrationDelegate.invokeBeanFactoryPostProcessors(PostProcessorRegistrationDelegate.java:94)\n\tat org.springframework.context.support.AbstractApplicationContext.invokeBeanFactoryPostProcessors(AbstractApplicationContext.java:606)\n\tat org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:462)\n\tat org.springframework.boot.SpringApplication.refresh(SpringApplication.java:691)\n\tat org.springframework.boot.SpringApplication.run(SpringApplication.java:321)\n\tat org.springframework.boot.SpringApplication.run(SpringApplication.java:961)\n\t... 12 more\n"""
spring-projects-spring-boot,org.springframework.boot.cli.JarCommandIT#jarCreationWithGrabResolver,matched (5527 report(s) available),java.lang.AssertionError,Async Wait,guess: found async-related keyword 'executor' in exception/message/test name,"
Expected: """"
     but: was ""startup failed:\nGeneral error during conversion: org.eclipse.aether.resolution.DependencyResolutionException: Failed to collect dependencies at redis.embedded:embedded-redis:jar:0.2 -> com.google.guava:guava-io:jar:r03\n\norg.springframework.boot.cli.compiler.grape.DependencyResolutionFailedException: org.eclipse.aether.resolution.DependencyResolutionException: Failed to collect dependencies at redis.embedded:embedded-redis:jar:0.2 -> com.google.guava:guava-io:jar:r03\n\tat org.springframework.boot.cli.compiler.grape.AetherGrapeEngine.resolve(AetherGrapeEngine.java:223)\n\tat org.springframework.boot.cli.compiler.grape.AetherGrapeEngine.grab(AetherGrapeEngine.java:113)\n\tat groovy.grape.Grape.grab(Grape.java:163)\n\tat groovy.grape.GrabAnnotationTransformation.visit(GrabAnnotationTransformation.java:360)\n\tat org.codehaus.groovy.transform.ASTTransformationVisitor$3.call(ASTTransformationVisitor.java:319)\n\tat org.codehaus.groovy.control.CompilationUnit.applyToSourceUnits(CompilationUnit.java:923)\n\tat org.codehaus.groovy.control.CompilationUnit.doPhaseOperation(CompilationUnit.java:585)\n\tat org.codehaus.groovy.control.CompilationUnit.processPhaseOperations(CompilationUnit.java:561)\n\tat org.codehaus.groovy.control.CompilationUnit.compile(CompilationUnit.java:538)\n\tat org.springframework.boot.cli.compiler.GroovyCompiler.compile(GroovyCompiler.java:197)\n\tat org.springframework.boot.cli.command.run.SpringApplicationRunner.compileAndRun(SpringApplicationRunner.java:95)\n\tat org.springframework.boot.cli.command.run.RunCommand$RunOptionHandler.run(RunCommand.java:108)\n\tat org.springframework.boot.cli.command.options.OptionHandler.run(OptionHandler.java:92)\n\tat org.springframework.boot.cli.command.OptionParsingCommand.run(OptionParsingCommand.java:53)\n\tat org.springframework.boot.cli.command.CommandRunner.run(CommandRunner.java:217)\n\tat org.springframework.boot.cli.command.CommandRunner.runAndHandleErrors(CommandRunner.java:170)\n\tat org.springframework.boot.cli.SpringCli.main(SpringCli.java:51)\n\tat sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)\n\tat sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)\n\tat sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)\n\tat java.lang.reflect.Method.invoke(Method.java:498)\n\tat org.springframework.boot.loader.MainMethodRunner.run(MainMethodRunner.java:53)\n\tat java.lang.Thread.run(Thread.java:748)\nCaused by: org.eclipse.aether.resolution.DependencyResolutionException: Failed to collect dependencies at redis.embedded:embedded-redis:jar:0.2 -> com.google.guava:guava-io:jar:r03\n\tat org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveDependencies(DefaultRepositorySystem.java:401)\n\tat org.springframework.boot.cli.compiler.grape.AetherGrapeEngine.resolve(AetherGrapeEngine.java:215)\n\t... 22 more\nCaused by: org.eclipse.aether.collection.DependencyCollectionException: Failed to collect dependencies at redis.embedded:embedded-redis:jar:0.2 -> com.google.guava:guava-io:jar:r03\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.collectDependencies(DefaultDependencyCollector.java:303)\n\tat org.eclipse.aether.internal.impl.DefaultRepositorySystem.resolveDependencies(DefaultRepositorySystem.java:362)\n\t... 23 more\nCaused by: org.eclipse.aether.resolution.ArtifactDescriptorException: Failed to read artifact descriptor for com.google.guava:guava-io:jar:r03\n\tat org.apache.maven.repository.internal.DefaultArtifactDescriptorReader.loadPom(DefaultArtifactDescriptorReader.java:335)\n\tat org.apache.maven.repository.internal.DefaultArtifactDescriptorReader.readArtifactDescriptor(DefaultArtifactDescriptorReader.java:217)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.resolveCachedArtifactDescriptor(DefaultDependencyCollector.java:537)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.getArtifactDescriptorResult(DefaultDependencyCollector.java:521)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.processDependency(DefaultDependencyCollector.java:421)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.processDependency(DefaultDependencyCollector.java:375)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.process(DefaultDependencyCollector.java:363)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.doRecurse(DefaultDependencyCollector.java:506)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.processDependency(DefaultDependencyCollector.java:470)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.processDependency(DefaultDependencyCollector.java:375)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.process(DefaultDependencyCollector.java:363)\n\tat org.eclipse.aether.internal.impl.DefaultDependencyCollector.collectDependencies(DefaultDependencyCollector.java:266)\n\t... 24 more\nCaused by: org.eclipse.aether.resolution.ArtifactResolutionException: Could not transfer artifact com.google.guava:guava-io:pom:r03 from/to central (http://repo1.maven.org/maven2/): HTTPS Required (501)\n\tat org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:462)\n\tat org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifacts(DefaultArtifactResolver.java:264)\n\tat org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolveArtifact(DefaultArtifactResolver.java:241)\n\tat org.apache.maven.repository.internal.DefaultArtifactDescriptorReader.loadPom(DefaultArtifactDescriptorReader.java:320)\n\t... 35 more\nCaused by: org.eclipse.aether.transfer.ArtifactTransferException: Could not transfer artifact com.google.guava:guava-io:pom:r03 from/to central (http://repo1.maven.org/maven2/): HTTPS Required (501)\n\tat org.eclipse.aether.connector.basic.ArtifactTransportListener.transferFailed(ArtifactTransportListener.java:43)\n\tat org.eclipse.aether.connector.basic.BasicRepositoryConnector$TaskRunner.run(BasicRepositoryConnector.java:355)\n\tat org.eclipse.aether.util.concurrency.RunnableErrorForwarder$1.run(RunnableErrorForwarder.java:67)\n\tat org.eclipse.aether.connector.basic.BasicRepositoryConnector$DirectExecutor.execute(BasicRepositoryConnector.java:581)\n\tat org.eclipse.aether.connector.basic.BasicRepositoryConnector.get(BasicRepositoryConnector.java:249)\n\tat org.eclipse.aether.internal.impl.DefaultArtifactResolver.performDownloads(DefaultArtifactResolver.java:538)\n\tat org.eclipse.aether.internal.impl.DefaultArtifactResolver.resolve(DefaultArtifactResolver.java:439)\n\t... 38 more\nCaused by: org.apache.http.client.HttpResponseException: HTTPS Required (501)\n\tat org.eclipse.aether.transport.http.HttpTransporter.handleStatus(HttpTransporter.java:458)\n\tat org.eclipse.aether.transport.http.HttpTransporter.execute(HttpTransporter.java:283)\n\tat org.eclipse.aether.transport.http.HttpTransporter.implGet(HttpTransporter.java:235)\n\tat org.eclipse.aether.spi.connector.transport.AbstractTransporter.get(AbstractTransporter.java:59)\n\tat org.eclipse.aether.connector.basic.BasicRepositoryConnector$GetTaskRunner.runTask(BasicRepositoryConnector.java:447)\n\tat org.eclipse.aether.connector.basic.BasicRepositoryConnector$TaskRunner.run(BasicRepositoryConnector.java:350)\n\t... 43 more\n\n1 error\n\n"""
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideContexts,matched (1 report(s) available),org.springframework.beans.factory.BeanCreationException,Async Wait,guess: found async-related keyword 'callback' in exception/message/test name,Error creating bean with name 'liquibase' defined in class org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfiguration$LiquibaseConfiguration: Invocation of init method failed; nested exception is java.lang.NoClassDefFoundError: Could not initialize class liquibase.sqlgenerator.core.LockDatabaseChangeLogGenerator
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideDropFirst,matched (1 report(s) available),org.springframework.beans.factory.BeanCreationException,Async Wait,guess: found async-related keyword 'callback' in exception/message/test name,Error creating bean with name 'liquibase' defined in class org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfiguration$LiquibaseConfiguration: Invocation of init method failed; nested exception is java.lang.NoClassDefFoundError: Could not initialize class liquibase.sqlgenerator.core.LockDatabaseChangeLogGenerator
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideDataSource,matched (1 report(s) available),org.springframework.beans.factory.BeanCreationException,Async Wait,guess: found async-related keyword 'callback' in exception/message/test name,Error creating bean with name 'liquibase' defined in class org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfiguration$LiquibaseConfiguration: Invocation of init method failed; nested exception is java.lang.NoClassDefFoundError: Could not initialize class liquibase.sqlgenerator.core.LockDatabaseChangeLogGenerator
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideDefaultSchema,matched (1 report(s) available),org.springframework.beans.factory.BeanCreationException,Async Wait,guess: found async-related keyword 'callback' in exception/message/test name,Error creating bean with name 'liquibase' defined in class org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfiguration$LiquibaseConfiguration: Invocation of init method failed; nested exception is java.lang.NoClassDefFoundError: Could not initialize class liquibase.sqlgenerator.core.LockDatabaseChangeLogGenerator
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testOverrideChangeLog,matched (1 report(s) available),org.springframework.beans.factory.BeanCreationException,Async Wait,guess: found async-related keyword 'callback' in exception/message/test name,Error creating bean with name 'liquibase' defined in class org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfiguration$LiquibaseConfiguration: Invocation of init method failed; nested exception is java.lang.NoClassDefFoundError: Could not initialize class liquibase.sqlgenerator.core.LockDatabaseChangeLogGenerator
spring-projects-spring-boot,org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfigurationTests#testDefaultSpringLiquibase,matched (1 report(s) available),org.springframework.beans.factory.BeanCreationException,Async Wait,guess: found async-related keyword 'callback' in exception/message/test name,Error creating bean with name 'liquibase' defined in class org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfiguration$LiquibaseConfiguration: Invocation of init method failed; nested exception is java.lang.NoClassDefFoundError: Could not initialize class liquibase.sqlgenerator.core.LockDatabaseChangeLogGenerator
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jta.JtaAutoConfigurationTests#defaultAtomikosTransactionManagerName,matched (1 report(s) available),java.net.UnknownHostException,Unclear,no rule matched -- raw exception type was 'java.net.UnknownHostException',ip-172-31-53-219: ip-172-31-53-219: Temporary failure in name resolution
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jta.JtaAutoConfigurationTests#defaultBitronixServerId,matched (1 report(s) available),java.net.UnknownHostException,Unclear,no rule matched -- raw exception type was 'java.net.UnknownHostException',ip-172-31-53-219: ip-172-31-53-219: Temporary failure in name resolution
spring-projects-spring-boot,org.springframework.boot.autoconfigure.orm.jpa.HibernateJpaAutoConfigurationTests#testLiquibasePlusValidation,matched (1 report(s) available),org.springframework.beans.factory.BeanCreationException,Async Wait,guess: found async-related keyword 'callback' in exception/message/test name,Error creating bean with name 'liquibase' defined in class org.springframework.boot.autoconfigure.liquibase.LiquibaseAutoConfiguration$LiquibaseConfiguration: Invocation of init method failed; nested exception is java.lang.ExceptionInInitializerError
spring-projects-spring-boot,org.springframework.boot.autoconfigure.jms.hornetq.HornetQAutoConfigurationTests#embeddedWithPersistentMode,matched (1 report(s) available),org.springframework.jms.UncategorizedJmsException,Unclear,no rule matched -- raw exception type was 'org.springframework.jms.UncategorizedJmsException',Uncategorized exception occured during JMS processing; nested exception is javax.jms.JMSException: Failed to create session factory; nested exception is HornetQConnectionTimedOutException[errorType=CONNECTION_TIMEDOUT message=HQ119013: Timed out waiting to receive cluster topology. Group:null]
spring-projects-spring-boot,org.springframework.boot.gradle.NoJarTests#nojar,matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[0],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[0],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[1],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[1],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[2],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[2],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[3],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[3],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[4],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[4],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[5],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[5],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[6],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[6],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[7],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[7],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[8],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[8],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[9],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[9],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[10],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[10],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[11],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#oldSpringModulesAreNotTransitiveDependencies[11],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
spring-projects-spring-boot,org.springframework.boot.starter.StarterDependenciesIntegrationTests#commonsLoggingIsNotATransitiveDependency[12],matched (5540 report(s) available),org.gradle.tooling.GradleConnectionException,Async Wait,guess: found async-related keyword 'async' in exception/message/test name,Could not install Gradle distribution from 'http://services.gradle.org/distributions/gradle-1.12-bin.zip'.
